,LidID,Nafn,Radnumer,LidaTegundID,Timastimpill
1088,5497,Bjarkir,,21,2011-11-23 17:59:36.117
1089,5498,Rimar,A,39,2011-11-23 18:44:33.447
1090,5535,Mývetningur,,38,2011-12-24 23:30:57.610
1091,5536,Fjarðirnar,,39,2012-01-02 21:03:18.853
1092,5537,Laserkonur,,39,2012-01-03 12:26:10.447
1093,5584,Krákurnar,B,21,2012-01-04 11:04:02.163
1094,5601,HK gay's,,38,2012-01-11 12:35:58.937
1095,5604,Dalalæður,,39,2012-01-23 23:05:39.143
1096,5725,Afturelding 3fl stúlkna,,39,2012-01-31 23:39:03.123
1100,5732,Hyrnan,3,38,2012-02-08 21:08:04.377
1101,5733,Súlur,4,21,2012-02-20 23:51:17.833
1102,5734,Súlur,5,21,2012-02-20 23:53:02.257
1103,5781,Demo,,39,2012-02-22 13:56:34.470
1104,5814,Víkingur/Reynir,1,39,2012-02-29 21:50:33.100
1105,5815,Víkingur/Reynir,2,39,2012-02-29 21:55:25.397
1106,5816,Hrunamenn Konur,,39,2012-03-01 21:08:00.630
1107,5817,Laugdælur,2,39,2012-03-14 13:32:59.530
1108,5818,Fjaðrirnar,,21,2012-03-21 22:10:13.690
1109,5819,Fálkar,,20,2012-03-23 14:33:34.360
1110,5820,Zeturnar,,24,2012-03-23 14:38:01.017
1111,5833,ÍBV,2,21,2012-03-23 22:00:05.407
1112,5842,Snörtur FC Partý-team,,20,2012-03-26 10:17:08.237
1113,5843,Óðinn/Skautar,,22,2012-03-26 21:29:07.330
1114,5844,Fylkir/Austri,A,21,2012-03-27 18:17:07.637
1115,5845,Fylkir/Austri,B,21,2012-03-27 18:18:52.420
1116,5847,Krækjur,C,21,2012-03-28 09:57:02.573
1117,5848,Ungmennafélagið,2,21,2012-03-28 12:05:36.497
1118,5849,Þór-arinn,,20,2012-03-28 14:38:37.560
1119,5850,Grótta,2,21,2012-03-28 22:31:59.480
1120,5851,Fylkir/Álftanes,,20,2012-03-29 14:24:52.933
1121,5944,11B,,21,2012-04-11 12:09:55.907
1122,5945,11-b,,21,2012-04-11 12:18:10.920
1123,5980,Hrunamenn-Konur3,,21,2012-04-17 23:01:35.473
1124,5981,Hrunamenn-konur,4,39,2012-04-17 23:19:18.350
1125,5982,fff,2,21,2012-04-19 21:24:54.787
1126,5983,UÍA,,39,2012-05-14 21:46:33.080
1127,5984,Þróttur/Fylkir,,25,2012-05-30 08:10:43.477
1128,5989,Ungmennafélagið,,38,2012-06-06 23:28:45.990
1129,5996,Þróttur,b,38,2012-07-06 14:58:46.650
1130,5997,UMFL,B,39,2012-07-06 16:08:42.417
1131,5998,ÍK,B,39,2012-07-06 16:11:31.090
1132,5999,Umf.,B,39,2012-07-06 16:12:52.980
1133,6000,HK H,,39,2012-07-06 16:13:36.680
1134,6001,Afturelding,E,39,2012-07-06 16:14:42.260
1135,6002,Afturelding,F,39,2012-07-06 16:15:17.430
1136,6003,Afturelding G,,39,2012-07-06 16:15:48.137
1137,6004,UMFG,C,39,2012-07-06 16:17:07.197
1138,6005,Skellur,,38,2012-07-06 16:26:05.667
1139,6006,Stjarnan,3,38,2012-07-06 16:27:34.090
1140,6007,Leiknir,C,39,2012-07-09 10:05:22.493
1141,6008,GESTUR,,38,2012-08-23 12:51:57.397
1142,6009,Dímon-Hekla,,39,2012-09-20 15:04:02.523
1143,6010,HK - Gyðjurnar,,21,2012-10-08 16:34:27.197
1144,6011,Afturelding,C,39,2012-10-10 21:23:26.810
1145,6012,Þróttur Nc,,38,2012-10-17 15:44:01.250
1146,6052,HK Blökur,,39,2012-11-14 19:00:50.263
1147,6053,HK-Gyðjurnar,,21,2012-11-14 21:59:13.187
1148,6054,Hamar,B,21,2012-11-15 12:08:39.140
1149,6055,Skautar,C,39,2012-11-20 18:23:40.433
1150,6121,Fylkir 3. flokkur,,30,2013-01-04 20:42:24.800
1151,6122,Völsungur B-karlar,,38,2013-01-08 23:13:59.183
1152,6123,Laugar,,38,2013-01-09 14:34:24.150
1153,6124,Dalalæður,2,39,2013-01-09 15:00:14.400
1154,6125,Bjarkir,B,21,2013-01-09 16:54:44.463
1155,6126,Fjaðrirnar,A,21,2013-01-09 17:46:39.480
1156,6127,HK 2.fl. KVK,,39,2013-01-09 20:34:35.187
1157,6128,Völsungur,F,21,2013-01-09 21:09:40.623
1158,6211,Massabland,,20,2013-01-19 17:11:09.193
1159,6228,ÍBV,,39,2013-01-25 09:56:31.047
1160,6229,ÍBV,2,39,2013-01-25 10:12:12.577
1161,6230,Hrunamenn,,21,2013-01-27 21:34:16.353
1162,6231,Fylkir,E,39,2013-01-30 11:00:42.110
1163,6232,ÍBV,,38,2013-01-30 20:30:39.380
1164,6241,Þróttur/Verkís,,38,2013-02-12 21:50:30.857
1165,6242,Bjarkir,B,39,2013-02-13 11:49:04.877
1166,6277,Valkyrjur,,21,2013-03-04 17:49:04.123
1167,6280,Nunnur Ármanns,,21,2013-03-07 23:06:51.310
1168,6285,Hrunamenn,1,21,2013-03-20 22:28:26.690
1169,6286,Hrunamenn,2,21,2013-03-20 22:32:15.077
1170,6287,Fylkir V,,20,2013-03-21 12:29:28.333
1171,6288,Fylkir W,,20,2013-03-21 12:35:01.793
1172,6289,HK Gyðjurnar/Þróttur,b,21,2013-03-21 17:13:02.853
1173,6290,Fjaðrirnar,2,21,2013-03-21 22:16:49.110
1174,6291,HK Gullöld,,20,2013-03-25 12:47:15.893
1175,6292,Eikúr,,21,2013-03-26 08:42:27.473
1176,6293,Keflavík - Keli,,21,2013-03-27 11:49:21.483
1177,6294,Krákurnar-Kjúllar,,39,2013-04-02 12:26:15.373
1178,6389,HK gestir,,38,2013-04-07 21:23:10.057
1179,6452,Umsjón,,40,2013-04-20 14:01:31.920
1180,6453,UMFG.,,39,2013-08-07 15:08:25.137
1181,6454,Afturelding,B,38,2013-08-14 10:19:44.837
1182,6455,The Supremes,,21,2013-09-17 23:40:31.153
1183,6456,UMF Hvöt,,39,2013-09-23 14:58:40.820
1184,6457,Þróttur,D,38,2013-09-23 15:20:30.500
1185,6458,Afturelding,C,38,2013-09-23 15:23:10.563
1186,6459,Tat,,39,2013-10-07 12:35:46.957
1187,6460,Tófurnar,,39,2013-10-07 12:57:29.307
1188,6461,Krákurnar,C,21,2013-10-11 10:06:36.330
1189,6464,HK C Karlar,,20,2013-10-13 15:50:18.850
1190,6465,Álftanes,D,39,2013-10-15 13:31:58.613
1191,6466,Rimar Á,,38,2013-10-15 21:51:03.440
1192,6467,Súlur,B,39,2013-10-16 08:19:57.710
1193,6468,Þróttur,F,39,2013-10-16 11:29:45.587
1194,6534,HK C2,,39,2013-10-17 14:38:03.103
1195,6552,Birnur II,,39,2013-11-04 13:01:49.353
1196,6553,Húnar,,38,2013-11-04 13:03:30.143
1197,6554,MassaDjammm,,20,2013-11-05 16:13:21.587
1198,6555,DUMMY,,39,2013-11-12 13:30:47.130
1199,6580,HK C,a,38,2013-11-18 16:25:37.930
1200,6645,Fjörkálfarnir,,39,2014-01-06 10:58:54.303
1201,6730,Fylkir-stuð,,39,2014-01-21 12:52:22.227
1202,6731,Glói - byrjendur,,39,2014-01-26 21:53:57.010
1203,6732,Súlu,C,39,2014-01-26 22:46:18.913
1204,6823,Úrvalslið,,20,2014-01-28 18:50:08.357
1205,6832,Súlur,C,39,2014-02-03 20:02:27.493
1206,6833,Súlur,D,39,2014-02-03 20:02:52.607
1207,6834,Keflavík,,39,2014-02-10 18:06:26.080
1208,6835,Bresi,C,39,2014-02-11 10:11:50.377
1209,6836,U.M.F.Bjarmi,,38,2014-02-11 20:42:37.580
1210,6837,Skriðurnar - Eldri,,39,2014-02-12 22:03:19.577
1211,6838,Skriðurnar - Yngri,,39,2014-02-12 22:04:35.227
1212,6839,HKarlarnir,,38,2014-02-16 22:33:23.780
1213,6840,HKarlarnir,b,38,2014-02-17 21:24:58.060
1214,6844,HKarlarnir b,2,38,2014-02-17 21:28:00.143
1215,6845,HK Byrjendur,,21,2014-02-18 23:01:29.733
1216,6870,Gló - byrjendur,,40,2014-02-19 22:17:06.660
1217,6874,Glói - byrjendur,,21,2014-02-19 22:24:51.460
1218,6883,HK Dýfurnar,,21,2014-03-11 09:46:04.840
1219,6884,Dímon-Hekla,2,21,2014-03-15 18:53:12.723
1220,6885,HK Dýfur,,21,2014-03-16 22:36:02.037
1221,6886,Blaklið Íslands,,20,2014-03-17 13:53:55.613
1222,6887,Öllarar,,20,2014-03-18 13:29:48.510
1223,6892,Mývetningur,A,39,2014-03-18 19:21:46.897
1224,6893,Keflavík,B,39,2014-03-18 21:03:04.140
1225,6894,Hamar,B,20,2014-03-20 18:17:52.930
1226,6897,KA-L,,20,2014-03-26 13:55:26.760
1227,6898,Skriður - Eldri,,39,2014-03-26 22:31:32.887
1228,6899,Skriður - Yngri,,39,2014-03-26 22:32:08.990
1229,6900,TUA-Stjarnan,,20,2014-03-26 22:43:01.610
1230,6901,HK-Wunderblak,C,21,2014-03-28 13:30:05.460
1231,6902,Skriður (UMF Glói),,21,2014-03-28 18:01:06.417
1232,6903,Bíbí og blaka,,21,2014-03-31 17:45:01.547
1233,6904,Skutlur,C,21,2014-03-31 22:19:42.027
1234,6963,HK Dýfur,,39,2014-04-01 22:35:58.473
1235,7072,UMF Ármann,,39,2014-04-06 22:25:07.033
1236,7073,KA Ö-lið,,20,2014-04-08 12:40:37.003
1237,7088,KA L-lið,,20,2014-04-08 12:50:53.713
1238,7169,HK,C,38,2014-08-13 10:56:04.637
1239,7170,Þróttur,D,39,2014-08-13 13:11:00.667
1240,7171,UMF Glói (Skriður),,39,2014-08-13 13:17:06.170
1241,7172,Kormákur (Birnur),,39,2014-08-13 13:17:52.210
